WEO Country Code	ISO	WEO Subject Code	Country	Subject Descriptor	Subject Notes	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	Estimates Start After
558	NPL	BCA_NGDPD	Nepal	Current account balance	"Balance of payments data are based upon the methodology of the 5th edition of the International Monetary Fund's Balance of Payments Manual (1993). Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries."	Percent of GDP		"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars)."	-6.1	-5	-8.8	-10.3	-12.1	-7.2	-4.5	-4.7	-6.5	-7.7	-8.1	-8.4	-6.6	-6	-6.3	-2.3	-5.4	-0.8	-1	4.3	3.2	4.5	4.2	2.4	2.7	2	2.2	2.5	2.4	2005
138	NLD	NGDP_R	Netherlands	"Gross domestic product, constant prices"	Real GDP is expressed in billions of national currency units; the base year is country-specific.	National currency	Billions	Definition: Gross domestic product at constant market prices Source: National Statistical Office Latest actual data: 2006 Base Year: 2000 Use of chain weighted prices indices: Yes. From 1980. Primary domestic currency:  Euros Data last updated: 09/2007	247.786	246.513	243.35	247.628	255.352	262.135	270.326	275.329	283.535	297.101	309.177	316.613	321.329	323.422	332.686	342.777	354.452	369.617	384.119	402.113	417.96	426.009	426.334	427.765	437.332	443.937	457.279	469.344	481.278	2006
138	NLD	NGDP_RPCH	Netherlands	"Gross domestic product, constant prices"	Annual percentages of constant price GDP are year-on-year changes;  the base year is country-specific.	Annual percent change		"See notes for:  Gross domestic product, constant prices (National currency)."	-0.3	-0.5	-1.3	1.8	3.1	2.7	3.1	1.9	3	4.8	4.1	2.4	1.5	0.7	2.9	3	3.4	4.3	3.9	4.7	3.9	1.9	0.1	0.3	2.2	1.5	3	2.6	2.5	2006
138	NLD	NGDP	Netherlands	"Gross domestic product, current prices"	GDP is expressed in billions of national currency units.	National currency	Billions	Definition: Gross domestic product at market prices Source: National Statistical Office Latest actual data: 2006 Primary domestic currency:  Euros Data last updated: 09/2007	160.721	168.529	175.351	182.18	190.493	199.073	205.499	207.837	216.042	228.96	243.561	256.547	266.472	273.242	287.517	305.261	319.755	342.237	362.464	386.193	417.96	447.731	465.214	476.945	491.184	508.964	534.329	559.257	585.832	2006
138	NLD	NGDPD	Netherlands	"Gross domestic product, current prices"	Values are based upon GDP in national currency and the exchange rate projections provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise.	U.S. dollars	Billions	"See notes for:  Gross domestic product, current prices (National currency)."	178.377	149.508	144.847	141.021	131.26	133.171	185.595	226.443	241.381	238.181	295.46	303.462	334.654	324.39	348.911	419.348	418.106	387.013	403.202	411.997	386.204	400.998	439.357	539.343	610.691	634.044	670.929	754.883	804.636	2006
138	NLD	NGDP_D	Netherlands	"Gross domestic product, deflator"	The GDP deflator is derived by dividing current price GDP by constant price GDP and is considered to be an alternate measure of inflation.   Please note:   Data are expressed in the base year of each country's national accounts.	Index		"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency)."	64.863	68.365	72.057	73.57	74.6	75.943	76.019	75.487	76.196	77.065	78.777	81.028	82.928	84.485	86.423	89.055	90.211	92.592	94.362	96.041	100	105.099	109.12	111.497	112.314	114.648	116.85	119.157	121.724	2006
138	NLD	NGDPRPC	Netherlands	"Gross domestic product per capita, constant prices"	GDP is expressed in constant national currency per person. Data are derived by dividing constant price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons)."	"17,511.41"	"17,302.79"	"17,002.00"	"17,235.86"	"17,703.30"	"18,088.22"	"18,551.09"	"18,774.58"	"19,209.67"	"20,008.18"	"20,677.95"	"21,009.51"	"21,239.07"	"21,223.03"	"21,685.32"	"22,223.44"	"22,876.89"	"23,743.46"	"24,537.77"	"25,514.42"	"26,244.68"	"26,548.94"	"26,400.14"	"26,364.07"	"26,869.23"	"27,216.39"	"27,977.55"	"28,245.17"	"28,811.64"	2006
138	NLD	NGDPPC	Netherlands	"Gross domestic product per capita, current prices"	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"11,358.38"	"11,829.09"	"12,251.17"	"12,680.45"	"13,206.67"	"13,736.75"	"14,102.32"	"14,172.32"	"14,636.99"	"15,419.22"	"16,289.53"	"17,023.69"	"17,613.15"	"17,930.23"	"18,741.06"	"19,791.14"	"20,637.49"	"21,984.62"	"23,154.44"	"24,504.28"	"26,244.68"	"27,902.65"	"28,807.73"	"29,395.14"	"30,177.85"	"31,202.99"	"32,691.67"	"33,656.14"	"35,070.79"	2006
138	NLD	NGDPDPC	Netherlands	"Gross domestic product per capita, current prices"	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"12,606.14"	"10,494.03"	"10,119.99"	"9,815.63"	"9,100.13"	"9,189.30"	"12,736.41"	"15,441.07"	"16,353.76"	"16,040.23"	"19,760.56"	"20,136.83"	"22,119.79"	"21,286.59"	"22,742.86"	"27,187.80"	"26,985.21"	"24,860.92"	"25,756.79"	"26,141.54"	"24,250.65"	"24,990.27"	"27,206.57"	"33,240.83"	"37,520.24"	"38,871.29"	"41,049.25"	"45,428.96"	"48,169.49"	2006
138	NLD	NGAP_NPGDP	Netherlands	Output gap in percent of potential GDP	"Output gaps for advanced economies are calculated as actual GDP less potential GDP as a percent of potential GDP. Estimates of output gaps are subject to a significant margin of uncertainty. For a discussion of approaches to calculating potential output, see Paula R. De Masi, ""IMF Estimates of Potential Output: Theory and Practice,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1997), pp. 40-46."	Percent of potential GDP		"See notes for:  Gross domestic product, constant prices (National currency)."	-0.1	-1.6	-4.2	-4.1	-3	-2.3	-1.7	-2.5	-2.3	-0.5	0.8	0.3	-1	-3.1	-3.1	-2.9	-2.5	-1.3	-0.4	1.4	3	2.6	0.4	-1.1	-0.9	-1.4	-0.4	0.2	0.5	2006
138	NLD	PPPGDP	Netherlands	Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	Current international dollar	Billions	"See notes for:  Gross domestic product, current prices (National currency)."	151.666	165.06	172.883	182.88	195.663	206.971	218.144	228.25	243.073	264.338	285.702	302.807	314.386	323.741	340.093	357.577	376.766	399.424	419.698	445.717	473.377	494.068	503.078	515.505	542.186	568.159	603.711	635.633	663.106	2006
138	NLD	PPPPC	Netherlands	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	Current international dollar	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"10,718.45"	"11,585.58"	"12,078.73"	"12,729.16"	"13,565.12"	"14,281.74"	"14,970.11"	"15,564.27"	"16,468.35"	"17,801.70"	"19,107.91"	"20,093.38"	"20,780.15"	"21,243.97"	"22,168.07"	"23,182.96"	"24,317.06"	"25,658.18"	"26,810.61"	"28,281.14"	"29,724.45"	"30,790.39"	"31,152.39"	"31,771.70"	"33,311.36"	"34,832.07"	"36,936.62"	"38,252.48"	"39,696.78"	2006
138	NLD	PPPSH	Netherlands	Gross domestic product based on purchasing-power-parity (PPP) share of world total	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	Percent		"See notes for:  Gross domestic product, current prices (National currency)."	1.149	1.12	1.095	1.082	1.067	1.056	1.051	1.031	1.015	1.026	1.039	1.049	1.043	1.028	1.021	1.016	1.007	1.004	1.022	1.025	1.012	1.002	0.974	0.94	0.912	0.884	0.866	0.85	0.831	2005
138	NLD	PPPEX	Netherlands	Implied PPP conversion rate	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	National currency per current international dollar		"See notes for:  Gross domestic product, current prices (National currency)."	1.06	1.021	1.014	0.996	0.974	0.962	0.942	0.911	0.889	0.866	0.853	0.847	0.848	0.844	0.845	0.854	0.849	0.857	0.864	0.866	0.883	0.906	0.925	0.925	0.906	0.896	0.885	0.88	0.883	2006
138	NLD	NID_NGDP	Netherlands	Investment	"Data are based on individual countries' national accounts statistics. For many countries, the estimates of national saving are built up from national accounts data on gross domestic investment and from balance of payments-based data on net foreign investment"	Percent of GDP																																
138	NLD	NGSD_NGDP	Netherlands	Gross national savings	"Data are based on individual countries' national accounts statistics. For many countries, the estimates of national saving are built up from national accounts data on gross domestic investment and from balance of payments-based data on net foreign investment"	Percent of GDP																																
138	NLD	PCPI	Netherlands	"Inflation, average consumer prices"	"Data for inflation are averages for the year, not end-of-period data. The index is based on 2000=100."	"Index, 2000=100"		Definition: Harmonized index of consumer prices annual average Source: National Statistical Office Latest actual data: 2006 Primary domestic currency:  Euros Data last updated: 09/2007	62.748	67.015	70.968	73.026	75.509	77.246	77.246	76.474	76.856	77.701	79.644	82.113	84.741	86.944	89.291	91.077	92.378	94.095	95.766	97.713	100	105.106	109.127	111.566	113.122	114.804	116.7	119.042	121.659	2006
138	NLD	PCPIPCH	Netherlands	"Inflation, average consumer prices"	"Data for inflation are averages for the year, not end-of-period data."	Annual percent change		"See notes for:  Average annual inflation, consumer prices (Index, 2000=100)."	6.5	6.8	5.9	2.9	3.4	2.3	0	-1	0.5	1.1	2.5	3.1	3.2	2.6	2.7	2	1.4	1.9	1.8	2	2.3	5.1	3.8	2.2	1.4	1.5	1.7	2	2.2	2006
138	NLD	PCPIE	Netherlands	"Inflation, end of period consumer prices"	"Data for inflation are end of the period, not annual average data. The index is based on 2000=100."	"Index, 2000=100"		"Definition: Harmonized index of consumer prices, end of period Source: IFS - International Financial Statistics Frequency of source data: Monthly Latest actual data: 2006 Primary domestic currency:  Euros Data last updated: 09/2007"	62.611	67.155	70.03	72.109	74.127	75.351	75.289	74.877	75.779	76.756	78.786	82.344	84.23	86.43	88.709	90.201	91.941	93.956	95.33	97.161	100	105.128	108.516	110.253	111.687	113.919	115.843	118.168	120.766	2006
138	NLD	PCPIEPCH	Netherlands	"Inflation, end of period consumer prices"	"Data for inflation are end of the period, not annual average data."	Annual percent change		"See notes for:  End of year inflation, consumer prices (Index, 2000=100)."	9	7.3	4.3	3	2.8	1.7	-0.1	-0.5	1.2	1.3	2.6	4.5	2.3	2.6	2.6	1.7	1.9	2.2	1.5	1.9	2.9	5.1	3.2	1.6	1.3	2	1.7	2	2.2	2006
138	NLD	FLIBOR6	Netherlands	Six-month London interbank offered rate (LIBOR)		Percent																																
138	NLD	LUR	Netherlands	Unemployment rate		Percent of total labor force		"Definition: Unemployment rate, harmonized definition OECD (Organisation for Economic Co-operation and Development) Source: National Statistical Office Latest actual data: 2006 Primary domestic currency:  Euros Data last updated: 09/2007"	3.9	5.4	7.8	10.1	9.7	8.4	7.7	7.3	7.1	6.2	5.9	5.5	5.3	6.2	6.8	6.6	6	4.9	3.8	3.2	2.9	2.2	2.8	3.7	4.6	4.7	3.9	3.2	3.1	2006
138	NLD	LE	Netherlands	Employment		Persons	Millions	"Definition: Employment, harmonized definition ILO (International Labour Organization) Source: National Statistical Office Latest actual data: 2006 Primary domestic currency:  Euros Data last updated: 09/2007"	6.023	5.957	5.857	5.791	5.844	5.949	6.09	6.205	6.329	6.499	6.695	6.823	6.912	6.931	6.975	7.132	7.297	7.533	7.732	7.934	8.113	8.281	8.315	8.265	8.148	8.119	8.239	8.345	8.423	2006
138	NLD	LP	Netherlands	Population		Persons	Millions	Definition: Population Source: National Statistical Office Latest actual data: 2006 Primary domestic currency:  Euros Data last updated: 09/2007	14.15	14.247	14.313	14.367	14.424	14.492	14.572	14.665	14.76	14.849	14.952	15.07	15.129	15.239	15.342	15.424	15.494	15.567	15.654	15.76	15.926	16.046	16.149	16.225	16.276	16.311	16.345	16.617	16.704	2006
138	NLD	GGB	Netherlands	General government balance	Data are on a national income accounts basis. Please refer to Box A1 in the World Economic Outlook for a summary of the policy assumptions underlying the projections.	National currency	Billions	"GFS Manual Used: 2001 Basis of Recording: Noncash (accrual) Includes: Central Government, State Government, Local Government, Social Security Funds  Source: National Statistical Office Latest actual data: 2006 Fiscal assumptions: The fiscal projections build on the 2006 and 2007 budgets, the latest Stability Program, and other forecasts provided by the authorities, adjusted for the IMF staff's macroeconomic assumptions. Primary domestic currency:  Euros Data last updated: 09/2007"	-6.389	-8.344	-10.867	-10.006	-10.035	-7.087	-9.396	-10.935	-9.072	-11.471	-12.947	-6.825	-11.209	-7.753	-9.93	-13.561	-5.745	-3.714	-2.705	2.476	8.866	-0.895	-9.304	-14.785	-8.841	-1.527	3.546	-3.106	2.929	2006
138	NLD	GGB_NGDP	Netherlands	General government balance	Data are on a national income accounts basis. Please refer to Box A1 in the World Economic Outlook for a summary of the policy assumptions underlying the projections.	Percent of GDP		"See notes for:  Gross domestic product, current prices (National currency) General government balance (National currency)."	-4	-5	-6.2	-5.5	-5.3	-3.6	-4.6	-5.3	-4.2	-5	-5.3	-2.7	-4.2	-2.8	-3.5	-4.4	-1.8	-1.1	-0.7	0.6	2.1	-0.2	-2	-3.1	-1.8	-0.3	0.7	-0.6	0.5	2006
138	NLD	GGSB	Netherlands	General government structural balance	"Data are on a national income accounts basis. The structural budget position is defined as the actual budget deficit (or surplus) less the effects of cyclical deviations of output from potential output. Because of the margin of uncertainty that attaches to estimates of cyclical gaps and to tax and expenditure elasticities with respect to national income, indicators of structural budget positions should be interpreted as broad orders of magnitude. Moreover, it is important to note that changes in structural budget balances are not necessarily attributable to policy changes but may reflect the built-in momentum of existing expenditure programs. In the period beyond that for which specific consolidation programs exist, it is assumed that the structural deficit remains unchanged."	National currency	Billions	"GFS Manual Used: 2001 Basis of Recording: Noncash (accrual) Includes: Central Government, State Government, Local Government, Social Security Funds  Source: IMF Staff Latest actual data: 2006 Notes: Data exclude one-off receipts from the sale of mobile telephone licenses equivalent to 0.7 percent of GDP in 2000. Primary domestic currency:  Euros Data last updated: 09/2007"	-8.499	-6.806	-6.336	-5.192	-6.388	-4.169	-7.258	-7.805	-5.99	-10.643	-13.905	-7.344	-9.753	-2.658	-4.652	-8.749	-1.313	-1.205	-1.863	-0.169	0.637	-4.722	-10.368	-12.57	-6.899	1.576	5.845	-3.627	1.464	2006
138	NLD	GGSB_NPGDP	Netherlands	General government structural balance	"Data are on a national income accounts basis. The structural budget position is defined as the actual budget deficit (or surplus) less the effects of cyclical deviations of output from potential output. Because of the margin of uncertainty that attaches to estimates of cyclical gaps and to tax and expenditure elasticities with respect to national income, indicators of structural budget positions should be interpreted as broad orders of magnitude. Moreover, it is important to note that changes in structural budget balances are not necessarily attributable to policy changes but may reflect the built-in momentum of existing expenditure programs. In the period beyond that for which specific consolidation programs exist, it is assumed that the structural deficit remains unchanged."	Percent of potential GDP		See notes for:  General government structural balance (National currency).	-5.3	-4	-3.5	-2.7	-3.3	-2	-3.5	-3.7	-2.7	-4.6	-5.8	-2.9	-3.6	-0.9	-1.6	-2.8	-0.4	-0.3	-0.5	0	0.2	-1.1	-2.2	-2.6	-1.4	0.3	1.1	-0.7	0.3	2006
138	NLD	GGND	Netherlands	General government net debt	"Net debt comprises the stock (at year-end) of all government gross liabilities (both to residents and nonresidents) minus all government assets (domestic as well as foreign). To avoid double counting, the data are based on a consolidated account (eliminating liabilities and assets between components of the government, such as budgetary units and social security funds). General government should reflect a consolidated account of central government plus state, provincial, or local governments. Debt data are not always comparable across countries."	National currency	Billions																															
138	NLD	GGND_NGDP	Netherlands	General government net debt	"Net debt comprises the stock (at year-end) of all government gross liabilities (both to residents and nonresidents) minus all government assets (domestic as well as foreign). To avoid double counting, the data are based on a consolidated account (eliminating liabilities and assets between components of the government, such as budgetary units and social security funds). General government should reflect a consolidated account of central government plus state, provincial, or local governments. Debt data are not always comparable across countries."	Percent of GDP																																
138	NLD	GGD	Netherlands	General government gross debt	"Gross debt comprises the stock (at year-end) of all government gross liabilities (both to residents and nonresidents). To avoid double counting, the data are based on a consolidated account (eliminating liabilities and assets between components of the government, such as budgetary units and social security funds). General government should reflect a consolidated account of central government plus state, provincial, or local governments. Debt data are not always comparable across countries."	National currency	Billions																															
138	NLD	GGD_NGDP	Netherlands	General government gross debt	"Gross debt comprises the stock (at year-end) of all government gross liabilities (both to residents and nonresidents). To avoid double counting, the data are based on a consolidated account (eliminating liabilities and assets between components of the government, such as budgetary units and social security funds). General government should reflect a consolidated account of central government plus state, provincial, or local governments. Debt data are not always comparable across countries."	Percent of GDP																																
138	NLD	BCA	Netherlands	Current account balance	"Balance of payments data are based upon the methodology of the 5th edition of the International Monetary Fund's Balance of Payments Manual (1993). Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries."	U.S. dollars	Billions	Definition: Balance on current transactions excluding exceptional financing Source: Central Bank Latest actual data: 2005 Primary domestic currency:  Euros Data last updated: 09/2007	-1.813	8.163	10.915	11.012	13.969	9.525	4.499	4.167	7.05	9.385	8.106	7.333	6.9	13.273	17.312	25.782	21.412	25.073	12.97	15.643	7.251	9.77	10.939	29.568	51.923	48.579	57.787	55.891	54.302	2005
138	NLD	BCA_NGDPD	Netherlands	Current account balance	"Balance of payments data are based upon the methodology of the 5th edition of the International Monetary Fund's Balance of Payments Manual (1993). Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries."	Percent of GDP		"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars)."	-1	5.5	7.5	7.8	10.6	7.2	2.4	1.8	2.9	3.9	2.7	2.4	2.1	4.1	5	6.1	5.1	6.5	3.2	3.8	1.9	2.4	2.5	5.5	8.5	7.7	8.6	7.4	6.7	2005
196	NZL	NGDP_R	New Zealand	"Gross domestic product, constant prices"	Real GDP is expressed in billions of national currency units; the base year is country-specific.	National currency	Billions	Definition: Gross domestic product at constant market prices. Data refer to calendar years Source: New Zealand Time Series Latest actual data: 2006 Base Year: 1995/1996 Month: July/June Use of chain weighted prices indices: Yes. From 1987. Primary domestic currency:  New Zealand dollars Data last updated: 09/2007	67.821	69.83	71.839	71.75	76.67	77.6	79.005	79.617	79.624	80.314	80.321	78.976	79.573	83.704	88.606	92.448	96.198	98.235	98.134	102.371	106.358	109.233	114.893	118.879	124.066	127.406	129.497	133.151	136.183	2006
196	NZL	NGDP_RPCH	New Zealand	"Gross domestic product, constant prices"	Annual percentages of constant price GDP are year-on-year changes;  the base year is country-specific.	Annual percent change		"See notes for:  Gross domestic product, constant prices (National currency)."	1	3	2.9	-0.1	6.9	1.2	1.8	0.8	0	0.9	0	-1.7	0.8	5.2	5.9	4.3	4.1	2.1	-0.1	4.3	3.9	2.7	5.2	3.5	4.4	2.7	1.6	2.8	2.3	2006
196	NZL	NGDP	New Zealand	"Gross domestic product, current prices"	GDP is expressed in billions of national currency units.	National currency	Billions	Definition: Gross domestic product at market prices. Data refer to calendar years Source: New Zealand Time Series Latest actual data: 2006 Primary domestic currency:  New Zealand dollars Data last updated: 09/2007	22.976	26.779	30.676	33.367	38.395	45.003	52.017	60.864	67.42	71.352	73.781	72.981	74.637	80.382	86.245	91.928	97.354	100.839	102.489	107.569	114.564	122.173	129.271	136.954	147.375	154.536	161.057	172.413	182.512	2006
196	NZL	NGDPD	New Zealand	"Gross domestic product, current prices"	Values are based upon GDP in national currency and the exchange rate projections provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise.	U.S. dollars	Billions	"See notes for:  Gross domestic product, current prices (National currency)."	22.383	23.297	23.064	22.317	22.211	22.429	27.252	36.044	44.225	42.701	44.044	42.267	40.164	43.466	51.203	60.345	66.943	66.859	55.002	56.963	52.398	51.391	60.011	79.744	97.858	108.849	104.607	124.443	128.071	2006
196	NZL	NGDP_D	New Zealand	"Gross domestic product, deflator"	The GDP deflator is derived by dividing current price GDP by constant price GDP and is considered to be an alternate measure of inflation.   Please note:   Data are expressed in the base year of each country's national accounts.	Index		"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency)."	33.877	38.349	42.7	46.505	50.078	57.993	65.84	76.446	84.673	88.841	91.858	92.409	93.797	96.031	97.335	99.438	101.202	102.651	104.438	105.078	107.715	111.846	112.514	115.205	118.788	121.294	124.371	129.487	134.02	2006
196	NZL	NGDPRPC	New Zealand	"Gross domestic product per capita, constant prices"	GDP is expressed in constant national currency per person. Data are derived by dividing constant price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons)."	"21,787.12"	"22,314.74"	"22,779.20"	"22,535.47"	"23,841.02"	"23,898.26"	"24,111.51"	"24,083.77"	"23,865.60"	"23,826.46"	"23,549.48"	"22,591.52"	"22,522.95"	"23,422.39"	"24,465.64"	"25,150.27"	"25,763.41"	"25,970.40"	"25,717.64"	"26,677.70"	"27,552.99"	"28,111.18"	"29,144.94"	"29,648.59"	"30,539.70"	"31,069.52"	"31,243.99"	"31,776.18"	"32,149.42"	2006
196	NZL	NGDPPC	New Zealand	"Gross domestic product per capita, current prices"	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"7,380.83"	"8,557.50"	"9,726.79"	"10,480.03"	"11,939.11"	"13,859.44"	"15,874.93"	"18,411.17"	"20,207.71"	"21,167.73"	"21,632.00"	"20,876.62"	"21,125.82"	"22,492.81"	"23,813.73"	"25,008.81"	"26,073.01"	"26,658.82"	"26,858.94"	"28,032.29"	"29,678.83"	"31,441.29"	"32,792.21"	"34,156.52"	"36,277.37"	"37,685.50"	"38,858.53"	"41,145.96"	"43,086.73"	2006
196	NZL	NGDPDPC	New Zealand	"Gross domestic product per capita, current prices"	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"7,190.46"	"7,444.67"	"7,313.17"	"7,009.31"	"6,906.48"	"6,907.54"	"8,317.14"	"10,903.25"	"13,255.59"	"12,668.01"	"12,913.22"	"12,090.69"	"11,368.33"	"12,162.80"	"14,138.12"	"16,416.82"	"17,928.57"	"17,675.53"	"14,414.07"	"14,844.49"	"13,574.27"	"13,225.57"	"15,222.89"	"19,888.29"	"24,088.48"	"26,544.10"	"25,238.61"	"29,697.90"	"30,234.36"	2006
196	NZL	NGAP_NPGDP	New Zealand	Output gap in percent of potential GDP	"Output gaps for advanced economies are calculated as actual GDP less potential GDP as a percent of potential GDP. Estimates of output gaps are subject to a significant margin of uncertainty. For a discussion of approaches to calculating potential output, see Paula R. De Masi, ""IMF Estimates of Potential Output: Theory and Practice,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1997), pp. 40-46."	Percent of potential GDP		"See notes for:  Gross domestic product, constant prices (National currency)."	8.7	10.3	11.2	7.7	10.9	-0.2	0.8	0.9	0.6	1.1	0.7	-2.1	-3.2	-1.2	1	1.6	2.2	1.3	-1.7	-0.4	0.2	-0.6	1	1	2.2	2.1	1.2	1.5	1.1	2006
196	NZL	PPPGDP	New Zealand	Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	Current international dollar	Billions	"See notes for:  Gross domestic product, current prices (National currency)."	26.039	29.329	32.014	33.238	36.851	38.433	39.991	41.401	42.818	44.823	46.557	47.379	48.835	52.557	56.817	60.493	64.141	66.589	67.258	71.177	75.561	79.465	85.042	89.864	96.481	102.28	107.241	113.113	117.696	2006
